字词	拼音	词频
集线器	ji xian qi	149
记者李	ji zhe li	149
金华市	jin hua shi	149
巨无霸	ju wu ba	149
枪击案	qiang ji an	149
住宅楼	zhu zhai lou	149
出来混	chu lai hun	149
绍兴市	shao xing shi	149
润滑剂	run hua ji	149
走天涯	zou tian ya	149
采购部	cai gou bu	149
三十五	san shi wu	149
压岁钱	ya sui qian	149
氧化物	yang hua wu	149
一只脚	yi zhi jiao	149
遇见你	yu jian ni	149
不正之风	bu zheng zhi feng	149
目标客户	mu biao ke hu	149
分辨率为	fen bian lv wei	149
风平浪静	feng ping lang jing	149
当仁不让	dang ren bu rang	149
通过手机	tong guo shou ji	149
年度报告	nian du bao gao	149
构成犯罪	gou cheng fan zui	149
和平发展	he ping fa zhan	149
胡萝卜素	hu luo bo su	149
技术人才	ji shu ren cai	149
金融产品	jin rong chan pin	149
血缘关系	xue yuan guan xi	149
希望小学	xi wang xiao xue	149
相关文章	xiang guan wen zhang	149
星级酒店	xing ji jiu dian	149
真实身份	zhen shi shen fen	149
治疗方案	zhi liao fang an	149
知识结构	zhi shi jie gou	149
知识经济	zhi shi jing ji	149
重点中学	zhong dian zhong xue	149
成功案例	cheng gong an li	149
首屈一指	shou qu yi zhi	149
责任追究	ze ren zhui jiu	149
自然风光	zi ran feng guang	149
总结经验	zong jie jing yan	149
异军突起	yi jun tu qi	149
优惠活动	you hui huo dong	149
物质文明	wu zhi wen ming	149
驮	tuo	148
蔫	nian	148
窖	jiao	148
冼	xian	148
厕	ce	148
疫	yi	148
百个	bai ge	148
半步	ban bu	148
包办	bao ban	148
本厂	ben chang	148
病倒	bing dao	148
不齿	bu chi	148
跑开	pao kai	148
煤泥	mei ni	148
民乐	min yue	148
名册	ming ce	148
默然	mo ran	148
幕墙	mu qiang	148
木鱼	mu yu	148
罚下	fa xia	148
防潮	fang chao	148
分派	fen pai	148
风里	feng li	148
兜风	dou feng	148
逃犯	tao fan	148
体魄	ti po	148
通篇	tong pian	148
暖意	nuan yi	148
妮子	ni zi	148
辣的	la de	148
冷眼	leng yan	148
力强	li qiang	148
李四	li si	148
怜爱	lian ai	148
两相	liang xiang	148
领班	ling ban	148
凌辱	ling ru	148
路易	lu yi	148
官邸	guan di	148
搞头	gao tou	148
古力	gu li	148
开标	kai biao	148
看官	kan guan	148
课改	ke gai	148
画报	hua bao	148
换好	huan hao	148
黄片	huang pian	148
海城	hai cheng	148
横着	heng zhe	148
后盖	hou gai	148
回京	hui jing	148
机战	ji zhan	148
鸡鸭	ji ya	148
拮据	jie ju	148
进宫	jin gong	148
进餐	jin can	148
酒馆	jiu guan	148
聚酯	ju zhi	148
却无	que wu	148
起跑	qi pao	148
七届	qi jie	148
抢过	qiang guo	148
禽类	qin lei	148
清丽	qing li	148
清早	qing zao	148
巡航	xun hang	148
吸水	xi shui	148
夏娃	xia wa	148
先富	xian fu	148
晓峰	xiao feng	148
小蔡	xiao cai	148
心田	xin tian	148
行善	xing shan	148
战功	zhan gong	148
真机	zhen ji	148
纸袋	zhi dai	148
指间	zhi jian	148
只穿	zhi chuan	148
至死	zhi si	148
之语	zhi yu	148
中都	zhong du	148
驻外	zhu wai	148
沉香	chen xiang	148
承保	cheng bao	148
酬劳	chou lao	148
筹款	chou kuan	148
处决	chu jue	148
爽爽	shuang shuang	148
吮吸	shun xi	148
声波	sheng bo	148
升格	sheng ge	148
圣战	sheng zhan	148
盛赞	sheng zan	148
是大	shi da	148
势利	shi li	148
试管	shi guan	148
石刻	shi ke	148
市属	shi shu	148
水灵	shui ling	148
惹火	re huo	148
热键	re jian	148
认领	ren ling	148
再行	zai xing	148
自焚	zi fen	148
自问	zi wen	148
租给	zu gei	148
思域	si yu	148
炎炎	yan yan	148
羊绒	yang rong	148
野猫	ye mao	148
万州	wan zhou	148
稳居	wen ju	148
微创	wei chuang	148
办公司	ban gong si	148
饱和度	bao he du	148
薄熙来	bo xi lai	148
卖东西	mai dong xi	148
反对党	fan dui dang	148
方面军	fang mian jun	148
风湿病	feng shi bing	148
大中华	da zhong hua	148
第一首	di yi shou	148
第一任	di yi ren	148
多普勒	duo pu le	148
对手戏	dui shou xi	148
投机者	tou ji zhe	148
农科院	nong ke yuan	148
旅行者	lv xing zhe	148
李肇星	li zhao xing	148
关节炎	guan jie yan	148
感冒药	gan mao yao	148
高耗能	gao hao neng	148
后备箱	hou bei xiang	148
建筑群	jian zhu qun	148
消炎药	xiao yan yao	148
行政部	xing zheng bu	148
障碍物	zhang ai wu	148
陈小春	chen xiao chun	148
生产厂	sheng chan chang	148
人类学	ren lei xue	148
财付通	cai fu tong	148
所以然	suo yi ran	148
一条狗	yi tiao gou	148
外高桥	wai gao qiao	148
五年来	wu nian lai	148
哎呀呀	ai ya ya	148
爆炸事件	bao zha shi jian	148
播种面积	bo zhong mian ji	148
不绝于耳	bu jue yu er	148
第十八条	di shi ba tiao	148
第十九条	di shi jiu tiao	148
体力劳动	ti li lao dong	148
条件反射	tiao jian fan she	148
铁路建设	tie lu jian she	148
投资规模	tou zi gui mo	148
推荐使用	tui jian shi yong	148
旅游产业	lv you chan ye	148
垃圾处理	la ji chu li	148
劳斯莱斯	lao si lai si	148
管理咨询	guan li zi xun	148
各项指标	ge xiang zhi biao	148
会计准则	kuai ji zhun ze	148
开始菜单	kai shi cai dan	148
克林斯曼	ke lin si man	148
环境影响	huan jing ying xiang	148
回家过年	hui jia guo nian	148
军事力量	jun shi li liang	148
相关手续	xiang guan shou xu	148
直截了当	zhi jie liao dang	148
职业学院	zhi ye xue yuan	148
社会组织	she hui zu zhi	148
实木地板	shi mu di ban	148
数控机床	shu kong ji chuang	148
日本东京	ri ben dong jing	148
参加高考	can jia gao kao	148
网络管理	wang luo guan li	148
网站地址	wang zhan di zhi	148
物流公司	wu liu gong si	148
无所不能	wu suo bu neng	148
睦	mu	147
凳	deng	147
咚	dong	147
連	lian	147
莞	guan	147
骥	ji	147
笺	jian	147
暑	shu	147
祀	si	147
八级	ba ji	147
绷紧	beng jin	147
避税	bi shui	147
表里	biao li	147
伯格	bo ge	147
派到	pai dao	147
批改	pi gai	147
屁用	pi yong	147
扑出	pu chu	147
迷倒	mi dao	147
名优	ming you	147
魔咒	mo zhou	147
饭团	fan tuan	147
返校	fan xiao	147
附体	fu ti	147
大观	da guan	147
大可	da ke	147
袋装	dai zhuang	147
但该	dan gai	147
但未	dan wei	147
当归	dang gui	147
底细	di xi	147
电场	dian chang	147
对谁	dui shui	147
停掉	ting diao	147
拖沓	tuo ta	147
退让	tui rang	147
逆行	ni xing	147
懦夫	nuo fu	147
劳教	lao jiao	147
菱形	ling xing	147
观者	guan zhe	147
滚筒	gun tong	147
钙质	gai zhi	147
改称	gai cheng	147
高热	gao re	147
故有	gu you	147
瑰丽	gui li	147
华贵	hua gui	147
划上	hua shang	147
划水	hua shui	147
换代	huan dai	147
换得	huan de	147
还须	hai xu	147
旱情	han qing	147
毫发	hao fa	147
号令	hao ling	147
很严	hen yan	147
黑店	hei dian	147
湖里	hu li	147
湖区	hu qu	147
蛔虫	hui chong	147
几门	ji men	147
基德	ji de	147
建新	jian xin	147
将建	jiang jian	147
节气	jie qi	147
竟敢	jing gan	147
景深	jing shen	147
九岁	jiu sui	147
全貌	quan mao	147
遣返	qian fan	147
乔木	qiao mu	147
桥段	qiao duan	147
强敌	qiang di	147
情义	qing yi	147
娶她	qu ta	147
去那	qu na	147
取走	qu zou	147
炫目	xuan mu	147
雪灾	xue zai	147
吸吮	xi shun	147
西祠	xi ci	147
细纹	xi wen	147
习武	xi wu	147
下移	xia yi	147
型材	xing cai	147
休学	xiu xue	147
袖珍	xiu zhen	147
这和	zhe he	147
致意	zhi yi	147
中号	zhong hao	147
插播	cha bo	147
肠炎	chang yan	147
成文	cheng wen	147
重振	chong zhen	147
爽口	shuang kou	147
伤及	shang ji	147
社群	she qun	147
省厅	sheng ting	147
十米	shi mi	147
使唤	shi huan	147
受聘	shou pin	147
手语	shou yu	147
属地	shu di	147
水声	shui sheng	147
仁爱	ren ai	147
再战	zai zhan	147
扫帚	sao zhou	147
四平	si ping	147
圆了	yuan le	147
云霞	yun xia	147
验资	yan zi	147
洋酒	yang jiu	147
羊水	yang shui	147
药监	yao jian	147
也较	ye jiao	147
夜宴	ye yan	147
亦或	yi huo	147
一山	yi shan	147
音讯	yin xun	147
隐士	yin shi	147
影射	ying she	147
应予	ying yu	147
预存	yu cun	147
娃子	wa zi	147
万历	wan li	147
卫东	wei dong	147
武学	wu xue	147
八点半	ba dian ban	147
玻璃杯	bo li bei	147
分析法	fen xi fa	147
分水岭	fen shui ling	147
稻草人	dao cao ren	147
动手术	dong shou shu	147
踢足球	ti zu qiu	147
听我说	ting wo shuo	147
图文版	tu wen ban	147
老版本	lao ban ben	147
橄榄球	gan lan qiu	147
喝啤酒	he pi jiu	147
核问题	he wen ti	147
吉他手	ji ta shou	147
加上去	jia shang qu	147
监狱里	jian yu li	147
解放碑	jie fang bei	147
学习班	xue xi ban	147
证交所	zheng jiao suo	147
中华网	zhong hua wang	147
产学研	chan xue yan	147
陈绮贞	chen qi zhen	147
城中村	cheng zhong cun	147
时效性	shi xiao xing	147
试验区	shi yan qu	147
在页面	zai ye mian	147
斯坦福	si tan fu	147
原单位	yuan dan wei	147
阅览室	yue lan shi	147
叶一茜	ye yi qian	147
阿奎那	a kui na	147
百货公司	bai huo gong si	147
奋不顾身	fen bu gu shen	147
服务贸易	fu wu mao yi	147
第一要务	di yi yao wu	147
东南大学	dong nan da xue	147
天文学家	tian wen xue jia	147
统计资料	tong ji zi liao	147
妥善解决	tuo shan jie jue	147
立竿见影	li gan jian ying	147
贯彻实施	guan che shi shi	147
公司总部	gong si zong bu	147
脍炙人口	kuai zhi ren kou	147
考试中心	kao shi zhong xin	147
控制中心	kong zhi zhong xin	147
技术领域	ji shu ling yu	147
中国城市	zhong guo cheng shi	147
中心工作	zhong xin gong zuo	147
中资银行	zhong zi yin hang	147
山东鲁能	shan dong lu neng	147
社会管理	she hui guan li	147
社会文化	she hui wen hua	147
身份证明	shen fen zheng ming	147
生态农业	sheng tai nong ye	147
生产日期	sheng chan ri qi	147
受宠若惊	shou chong ruo jing	147
人工流产	ren gong liu chan	147
人际交往	ren ji jiao wang	147
若干意见	ruo gan yi jian	147
自主创业	zi zhu chuang ye	147
宗教政策	zong jiao zheng ce	147
森林防火	sen lin fang huo	147
源远流长	yuan yuan liu chang	147
延缓衰老	yan huan shuai lao	147
营销策划	ying xiao ce hua	147
优秀教师	you xiu jiao shi	147
剔	ti	146
裏	li	146
亢	kang	146
倔	jue	146
颊	jia	146
礁	jiao	146
鸠	jiu	146
削	xue	146
枭	xiao	146
樽	zun	146
边坡	bian po	146
变味	bian wei	146
磐石	pan shi	146
骗过	pian guo	146
评析	ping xi	146
明灯	ming deng	146
亩产	mu chan	146
发麻	fa ma	146
烦闷	fan men	146
分项	fen xiang	146
粉刷	fen shua	146
赴港	fu gang	146
大受	da shou	146
代发	dai fa	146
单凭	dan ping	146
低矮	di ai	146
叼着	diao zhe	146
毒气	du qi	146
对么	dui me	146
搪塞	tang se	146
提振	ti zhen	146
天界	tian jie	146
天心	tian xin	146
甜味	tian wei	146
听风	ting feng	146
挺着	ting zhe	146
投档	tou dang	146
同好	tong hao	146
屠龙	tu long	146
懒的	lan de	146
牢房	lao fang	146
老树	lao shu	146
炼狱	lian yu	146
量少	liang shao	146
另存	ling cun	146
楼板	lou ban	146
罗纳	luo na	146
刮风	gua feng	146
刚强	gang qiang	146
哥特	ge te	146
咕咕	gu gu	146
过过	guo guo	146
考考	kao kao	146
可先	ke xian	146
花头	hua tou	146
换发	huan fa	146
换季	huan ji	146
还看	hai kan	146
和服	he fu	146
湖中	hu zhong	146
活体	huo ti	146
绝好	jue hao	146
吉普	ji pu	146
集美	ji mei	146
饥荒	ji huang	146
嘉靖	jia jing	146
家驹	jia ju	146
交点	jiao dian	146
尽享	jin xiang	146
金莎	jin sha	146
今人	jin ren	146
九四	jiu si	146
气化	qi hua	146
前部	qian bu	146
钱江	qian jiang	146
前作	qian zuo	146
请柬	qing jian	146
青藏	qing zang	146
去跟	qu gen	146
悬架	xuan jia	146
喜乐	xi le	146
下凡	xia fan	146
小厂	xiao chang	146
小武	xiao wu	146
香精	xiang jing	146
行凶	xing xiong	146
张志	zhang zhi	146
招到	zhao dao	146
之妙	zhi miao	146
忠义	zhong yi	146
创世	chuang shi	146
差得	cha de	146
产卵	chan luan	146
超酷	chao ku	146
巢湖	chao hu	146
橙汁	cheng zhi	146
触感	chu gan	146
双头	shuang tou	146
哨兵	shao bing	146
深埋	shen mai	146
审问	shen wen	146
手刃	shou ren	146
任其	ren qi	146
早逝	zao shi	146
总店	zong dian	146
坐满	zuo man	146
最精	zui jing	146
最让	zui rang	146
裁减	cai jian	146
猜中	cai zhong	146
测得	ce de	146
宿州	su zhou	146
诉诸	su zhu	146
一程	yi cheng	146
隐晦	yin hui	146
引荐	yin jian	146
荧幕	ying mu	146
英式	ying shi	146
有风	you feng	146
游击	you ji	146
由原	you yuan	146
玉帝	yu di	146
鱼塘	yu tang	146
外拍	wai pai	146
外露	wai lu	146
万块	wan kuai	146
阿强	a qiang	146
安陆	an lu	146
暗香	an xiang	146
不敢当	bu gan dang	146
不下雨	bu xia yu	146
拍照片	pai zhao pian	146
分理处	fen li chu	146
达芬奇	da fen qi	146
陶渊明	tao yuan ming	146
统战部	tong zhan bu	146
梁启超	liang qi chao	146
敢死队	gan si dui	146
格兰仕	ge lan shi	146
公开课	gong kai ke	146
开一家	kai yi jia	146
校领导	xiao ling dao	146
转型期	zhuan xing qi	146
占便宜	zhan pian yi	146
长出来	zhang chu lai	146
创造者	chuang zao zhe	146
受贿罪	shou hui zui	146
认同感	ren tong gan	146
责任书	ze ren shu	146
最前沿	zui qian yan	146
三门峡	san men xia	146
三剑客	san jian ke	146
样板房	yang ban fang	146
网上看	wang shang kan	146
维纳斯	wei na si	146
北京市场	bei jing shi chang	146
变本加厉	bian ben jia li	146
贸易伙伴	mao yi huo ban	146
法律关系	fa lv guan xi	146
大专院校	da zhuan yuan xiao	146
投资机构	tou zi ji gou	146
旅游产品	lv you chan pin	146
旅游城市	lv you cheng shi	146
连接起来	lian jie qi lai	146
个人行为	ge ren xing wei	146
工资收入	gong zi shou ru	146
规范管理	gui fan guan li	146
华东地区	hua dong di qu	146
欢迎广大	huan ying guang da	146
红杏出墙	hong xing chu qiang	146
纪律检查	ji lv jian cha	146
计生工作	ji sheng gong zuo	146
坚持到底	jian chi dao di	146
教育经费	jiao yu jing fei	146
进入游戏	jin ru you xi	146
其中一位	qi zhong yi wei	146
前前后后	qian qian hou hou	146
系统管理	xi tong guan li	146
心有余悸	xin you yu ji	146
职业技能	zhi ye ji neng	146
中国金融	zhong guo jin rong	146
中央纪委	zhong yang ji wei	146
瞠目结舌	cheng mu jie she	146
上流社会	shang liu she hui	146
上海交大	shang hai jiao da	146
社会影响	she hui ying xiang	146
实时监控	shi shi jian kong	146
远程控制	yuan cheng kong zhi	146
有关文件	you guan wen jian	146
优先发展	you xian fa zhan	146
优势互补	you shi hu bu	146
文物保护	wen wu bao hu	146
无穷无尽	wu qiong wu jin	146
恶性竞争	e xing jing zheng	146
丶	dian	145
霓	ni	145
渚	zhu	145
婵	chan	145
巴里	ba li	145
本溪	ben xi	145
备货	bei huo	145
辨析	bian xi	145
标有	biao you	145
补货	bu huo	145
赔本	pei ben	145
票票	piao piao	145
扑通	pu tong	145
门边	men bian	145
迷途	mi tu	145
迷津	mi jin	145
木业	mu ye	145
发着	fa zhe	145
放声	fang sheng	145
粉饼	fen bing	145
肥厚	fei hou	145
打骂	da ma	145
打湿	da shi	145
打坐	da zuo	145
带鱼	dai yu	145
单核	dan he	145
单层	dan ceng	145
挡板	dang ban	145
登门	deng men	145
吊车	diao che	145
定购	ding gou	145
胎教	tai jiao	145
台山	tai shan	145
探秘	tan mi	145
调速	tiao su	145
头孢	tou bao	145
铜陵	tong ling	145
童工	tong gong	145
那怕	na pa	145
那您	na nin	145
奶头	nai tou	145
难有	nan you	145
闹出	nao chu	145
嫩嫩	nen nen	145
内河	nei he	145
拉练	la lian	145
来呢	lai ne	145
离队	li dui	145
里就	li jiu	145
力士	li shi	145
两房	liang fang	145
两翼	liang yi	145
领航	ling hang	145
陵园	ling yuan	145
观感	guan gan	145
关进	guan jin	145
广岛	guang dao	145
甘油	gan you	145
工头	gong tou	145
共赏	gong shang	145
古堡	gu bao	145
估量	gu liang	145
故此	gu ci	145
看帖	kan tie	145
海大	hai da	145
韩元	han yuan	145
杭萧	hang xiao	145
河岸	he an	145
后记	hou ji	145
红河	hong he	145
哄哄	hong hong	145
虎子	hu zi	145
寄信	ji xin	145
加进	jia jin	145
甲烷	jia wan	145
奖赏	jiang shang	145
姐们	jie men	145
金鹏	jin peng	145
进过	jin guo	145
进藏	jin zang	145
就难	jiu nan	145
奇想	qi xiang	145
敲开	qiao kai	145
去留	qu liu	145
稀薄	xi bo	145
细嫩	xi nen	145
闲散	xian san	145
显微	xian wei	145
详谈	xiang tan	145
心也	xin ye	145
新安	xin an	145
续传	xu chuan	145
战犯	zhan fan	145
张玉	zhang yu	145
这算	zhe suan	145
真累	zhen lei	145
证言	zheng yan	145
整晚	zheng wan	145
唱完	chang wan	145
诚征	cheng zheng	145
成瘾	cheng yin	145
吃光	chi guang	145
双模	shuang mo	145
爽死	shuang si	145
世行	shi hang	145
锐意	rui yi	145
在美	zai mei	145
宰杀	zai sha	145
走道	zou dao	145
最富	zui fu	145
刺刀	ci dao	145
司考	si kao	145
四维	si wei	145
虽小	sui xiao	145
云儿	yun er	145
压死	ya si	145
咽下	yan xia	145
仰天	yang tian	145
一任	yi ren	145
游动	you dong	145
羽泉	yu quan	145
网内	wang nei	145
往届	wang jie	145
往西	wang xi	145
为乐	wei le	145
为害	wei hai	145
卫青	wei qing	145
无派	wu pai	145
阿米	a mi	145
恶臭	e chou	145
而动	er dong	145
而退	er tui	145
玻璃钢	bo li gang	145
平顶山	ping ding shan	145
麦肯锡	mai ken xi	145
贸易通	mao yi tong	145
摩纳哥	mo na ge	145
大舞台	da wu tai	145
第一支	di yi zhi	145
读后感	du hou gan	145
女性化	nv xing hua	145
老股民	lao gu min	145
联络员	lian luo yuan	145
六点半	liu dian ban	145
流浪汉	liu lang han	145
流眼泪	liu yan lei	145
高蛋白	gao dan bai	145
考大学	kao da xue	145
好帮手	hao bang shou	145
红领巾	hong ling jin	145
交易商	jiao yi shang	145
结构图	jie gou tu	145
介绍信	jie shao xin	145
紧迫性	jin po xing	145
亲民党	qin min dang	145
宣武区	xuan wu qu	145
雪佛兰	xue fu lan	145
血流量	xue liu liang	145
小帅哥	xiao shuai ge	145
小师妹	xiao shi mei	145
性器官	xing qi guan	145
长不大	zhang bu da	145
张娜拉	zhang na la	145
政治局	zheng zhi ju	145
指导价	zhi dao jia	145
指甲油	zhi jia you	145
着力点	zhuo li dian	145
申花队	shen hua dui	145
做销售	zuo xiao shou	145
崔永元	cui yong yuan	145
运算符	yun suan fu	145
杨浦区	yang pu qu	145
杨贵妃	yang gui fei	145
一口价	yi kou jia	145
预应力	yu ying li	145
培训课程	pei xun ke cheng	145
发行价格	fa xing jia ge	145
方法研究	fang fa yan jiu	145
通信技术	tong xin ji shu	145
土地开发	tu di kai fa	145
农业大学	nong ye da xue	145
路公交车	lu gong jiao che	145
各族人民	ge zu ren min	145
公共场合	gong gong chang he	145
汉语拼音	han yu pin yin	145
呼之欲出	hu zhi yu chu	145
活动场所	huo dong chang suo	145
见怪不怪	jian guai bu guai	145
交易价格	jiao yi jia ge	145
企业名录	qi ye ming lu	145
企业法人	qi ye fa ren	145
区委书记	qu wei shu ji	145
系统还原	xi tong huan yuan	145
小额贷款	xiao e dai kuan	145
相互关系	xiang hu guan xi	145
抓住机遇	zhua zhu ji yu	145
值得一看	zhi de yi kan	145
职业介绍	zhi ye jie shao	145
周边环境	zhou bian huan jing	145
出人头地	chu ren tou di	145
上市交易	shang shi jiao yi	145
十面埋伏	shi mian mai fu	145
时尚杂志	shi shang za zhi	145
人民政协	ren min zheng xie	145
日本企业	ri ben qi ye	145
日常管理	ri chang guan li	145
融资渠道	rong zi qu dao	145
综合能力	zong he neng li	145
才华横溢	cai hua heng yi	145
死心塌地	si xin ta di	145
思维能力	si wei neng li	145
原油期货	yuan you qi huo	145
印第安人	yin di an ren	145
外汇交易	wai hui jiao yi	145
伟大复兴	wei da fu xing	145
讷	ne	144
蒿	hao	144
歆	xin	144
喆	zhe	144
巴林	ba lin	144
百色	bai se	144
半裸	ban luo	144
半日	ban ri	144
闭着	bi zhe	144
并请	bing qing	144
冰儿	bing er	144
布鞋	bu xie	144
派员	pai yuan	144
陪练	pei lian	144
片花	pian hua	144
罚金	fa jin	144
防风	fang feng	144
服输	fu shu	144
断肠	duan chang	144
大幕	da mu	144
大官	da guan	144
大群	da qun	144
逮住	dai zhu	144
捣蛋	dao dan	144
电控	dian kong	144
洞洞	dong dong	144
抬手	tai shou	144
脱毛	tuo mao	144
女篮	nv lan	144
南端	nan duan	144
老猪	lao zhu	144
李广	li guang	144
联大	lian da	144
镂空	lou kong	144
管住	guan zhu	144
港姐	gang jie	144
刚毅	gang yi	144
跟头	gen tou	144
看家	kan jia	144
抗跌	kang die	144
可查	ke cha	144
空谈	kong tan	144
亏欠	kui qian	144
花期	hua qi	144
婚恋	hun lian	144
海螺	hai luo	144
好莱	hao lai	144
好耶	hao ye	144
喝道	he dao	144
贺龙	he long	144
核酸	he suan	144
洪灾	hong zai	144
糊口	hu kou	144
回教	hui jiao	144
汇出	hui chu	144
绝活	jue huo	144
羁绊	ji ban	144
几瓶	ji ping	144
间房	jian fang	144
举了	ju le	144
起先	qi xian	144
七次	qi ci	144
窃喜	qie xi	144
青花	qing hua	144
情急	qing ji	144
讯问	xun wen	144
狭长	xia chang	144
小命	xiao ming	144
小仙	xiao xian	144
小葱	xiao cong	144
新词	xin ci	144
兴国	xing guo	144
张涛	zhang tao	144
张震	zhang zhen	144
照得	zhao de	144
招录	zhao lu	144
着陆	zhao lu	144
真乖	zhen guai	144
镇区	zhen qu	144
只留	zhi liu	144
中古	zhong gu	144
煮粥	zhu zhou	144
插孔	cha kong	144
常青	chang qing	144
商丘	shang qiu	144
市西	shi xi	144
试穿	shi chuan	144
收信	shou xin	144
书稿	shu gao	144
睡下	shui xia	144
税源	shui yuan	144
纵身	zong shen	144
刺伤	ci shang	144
跃居	yue ju	144
一命	yi ming	144
倚天	yi tian	144
一剂	yi ji	144
硬伤	ying shang	144
万幸	wan xing	144
王皓	wang hao	144
我党	wo dang	144
五类	wu lei	144
物化	wu hua	144
按需	an xu	144
盎然	ang ran	144
奥术	ao shu	144
保护伞	bao hu san	144
不来梅	bu lai mei	144
木子美	mu zi mei	144
符文布	fu wen bu	144
第七次	di qi ci	144
电脑桌	dian nao zhuo	144
伦理学	lun li xue	144
垃圾堆	la ji dui	144
林忆莲	lin yi lian	144
公安厅	gong an ting	144
规范性	gui fan xing	144
黑夜里	hei ye li	144
红灯区	hong deng qu	144
胡耀邦	hu yao bang	144
吉普车	ji pu che	144
积分榜	ji fen bang	144
集约化	ji yue hua	144
欺负人	qi fu ren	144
吸引住	xi yin zhu	144
先行者	xian xing zhe	144
小天鹅	xiao tian e	144
性伴侣	xing ban lv	144
休斯顿	xiu si dun	144
准确度	zhun que du	144
宅急送	zhai ji song	144
张朝阳	zhang chao yang	144
赵先生	zhao xian sheng	144
闯红灯	chuang hong deng	144
陈可辛	chen ke xin	144
生产率	sheng chan lv	144
暂时性	zan shi xing	144
自由化	zi you hua	144
文学史	wen xue shi	144
五百万	wu bai wan	144
爱不爱	ai bu ai	144
北京车展	bei jing che zhan	144
必由之路	bi you zhi lu	144
哺乳动物	bu ru dong wu	144
不用客气	bu yong ke qi	144
培养孩子	pei yang hai zi	144
普通住宅	pu tong zhu zhai	144
梦中情人	meng zhong qing ren	144
法律程序	fa lv cheng xu	144
断章取义	duan zhang qu yi	144
代理机构	dai li ji gou	144
党政领导	dang zheng ling dao	144
第三世界	di san shi jie	144
动脉硬化	dong mai ying hua	144
太平天国	tai ping tian guo	144
经贸关系	jing mao guan xi	144
现货市场	xian huo shi chang	144
心力衰竭	xin li shuai jie	144
城乡规划	cheng xiang gui hua	144
身临其境	shen lin qi jing	144
生物工程	sheng wu gong cheng	144
市场运作	shi chang yun zuo	144
数据文件	shu ju wen jian	144
水深火热	shui shen huo re	144
任职资格	ren zhi zi ge	144
任重道远	ren zhong dao yuan	144
网站内容	wang zhan nei rong	144
危险因素	wei xian yin su	144
无拘无束	wu ju wu shu	144
厄瓜多尔	e gua duo er	144
丕	pi	143
渺	miao	143
涤	di	143
噎	ye	143
芭蕉	ba jiao	143
白嫩	bai nen	143
半角	ban jiao	143
帮凶	bang xiong	143
包庇	bao bi	143
报国	bao guo	143
被埋	bei mai	143
边远	bian yuan	143
标定	biao ding	143
病虫	bing chong	143
伯母	bo mu	143
不常	bu chang	143
拍手	pai shou	143
陪衬	pei chen	143
飘浮	piao fu	143
颇丰	po feng	143
每名	mei ming	143
美分	mei fen	143
仿古	fang gu	143
纷乱	fen luan	143
服刑	fu xing	143
带刀	dai dao	143
带坏	dai huai	143
都未	dou wei	143
对骂	dui ma	143
填词	tian ci	143
铁人	tie ren	143
厅里	ting li	143
偷着	tou zhe	143
痛骂	tong ma	143
同月	tong yue	143
退下	tui xia	143
推诿	tui wei	143
女队	nv dui	143
女尸	nv shi	143
囊中	nang zhong	143
农妇	nong fu	143
绿装	lv zhuang	143
蓝星	lan xing	143
老妹	lao mei	143
累人	lei ren	143
力克	li ke	143
李氏	li shi	143
猎奇	lie qi	143
陋习	lou xi	143
广深	guang shen	143
光束	guang shu	143
咕噜	gu lu	143
快攻	kuai gong	143
卡罗	ka luo	143
花蕾	hua lei	143
画室	hua shi	143
昏黄	hun huang	143
横店	heng dian	143
黑脸	hei lian	143
惠农	hui nong	143
俊秀	jun xiu	143
吉姆	ji mu	143
基线	ji xian	143
奇数	ji shu	143
机舱	ji cang	143
假想	jia xiang	143
检方	jian fang	143
剪断	jian duan	143
见顶	jian ding	143
皆知	jie zhi	143
结肠	jie chang	143
近海	jin hai	143
竟也	jing ye	143
酒泉	jiu quan	143
全角	quan jiao	143
纤纤	qian qian	143
瞧着	qiao zhe	143
请别	qing bie	143
先买	xian mai	143
现世	xian shi	143
萧瑟	xiao se	143
型男	xing nan	143
装死	zhuang si	143
张敏	zhang min	143
张良	zhang liang	143
众神	zhong shen	143
主次	zhu ci	143
赘肉	zhui rou	143
长阳	chang yang	143
朝下	chao xia	143
撤掉	che diao	143
抽泣	chou qi	143
虫草	chong cao	143
出师	chu shi	143
砂石	sha shi	143
神六	shen liu	143
世故	shi gu	143
食之	shi zhi	143
受托	shou tuo	143
任副	ren fu	143
入伙	ru huo	143
瑞金	rui jin	143
再拿	zai na	143
栽种	zai zhong	143
造作	zao zuo	143
自取	zi qu	143
总爱	zong ai	143
组播	zu bo	143
此病	ci bing	143
孙楠	sun nan	143
俗套	su tao	143
月子	yue zi	143
云台	yun tai	143
药理	yao li	143
一碟	yi die	143
异构	yi gou	143
一窝	yi wo	143
英航	ying hang	143
用油	yong you	143
文教	wen jiao	143
维萨	wei sa	143
污点	wu dian	143
污秽	wu hui	143
悟出	wu chu	143
哀嚎	ai hao	143
俄方	e fang	143
二部	er bu	143
芭蕾舞	ba lei wu	143
不能看	bu neng kan	143
孟加拉	meng jia la	143
米以上	mi yi shang	143
分之一	fen zhi yi	143
福利院	fu li yuan	143
电冰箱	dian bing xiang	143
东方人	dong fang ren	143
绿化带	lv hua dai	143
篮球队	lan qiu dui	143
乐呵呵	le he he	143
